name,host_name,neighbourhood_group,neighbourhood,room_type,price,service_fee,minimum_nights,number_of_reviews,review_rate_number,availability_365
Bright & Cozy room - 30 mins to Manhattan,Olzhas,Brooklyn,Bedford-Stuyvesant,Private room,168.0,34.0,30,204,5.0,168
Stunning Private Room in Heart of NYC with Jacuzzi,Marcos,Manhattan,Kips Bay,Private room,323.0,65.0,2,0,3.0,365
Big room near Prospect Park! NY!,Williams,Brooklyn,Prospect-Lefferts Gardens,Private room,752.0,150.0,7,34,2.0,65
Cozy Bedroom close to major subway lines!,Joy,Manhattan,Harlem,Private room,573.0,115.0,1,5,4.0,5
ENTIRE FURNISHED 1BD APT.,Merritt,Manhattan,East Village,Entire home/apt,555.0,111.0,14,2,1.0,209
Private Bedroom + Shared House,Tak,Brooklyn,Brownsville,Private room,459.0,92.0,1,7,3.0,0
Huge serene room in a perfect area!,Mario,Brooklyn,Brooklyn Heights,Private room,981.0,196.0,2,199,4.0,45
"Bright, Cozy &  Quiet ""TreeFort""-type ONE bedroom",Matthew,Brooklyn,Williamsburg,Entire home/apt,883.0,177.0,4,11,5.0,0
Gigantic and Beautiful room w/Private living area,Aaron,Manhattan,Harlem,Private room,375.0,75.0,2,10,4.0,0
"Manhattan 1-Bedroom, East Village",Valeria,Manhattan,East Village,Entire home/apt,417.0,83.0,3,0,2.0,221
Central Park Is Across The Street,Brian,Manhattan,Upper West Side,Private room,220.0,44.0,2,31,3.0,112
Cozy Midtown Studio,Annika,Manhattan,Hell's Kitchen,Entire home/apt,518.0,104.0,3,66,3.0,0
"Cozy Park Slope Apt, Next to BBG",Jack,Brooklyn,Prospect Heights,Entire home/apt,664.0,133.0,30,66,2.0,310
Close to Maimonides Center. Room D,Jason,Brooklyn,Borough Park,Private room,1042.0,208.0,1,90,2.0,174
Big one Bedroom in Prospect Park,Sylvie,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,303.0,61.0,4,0,4.0,0
Tudor City,Vera,Manhattan,Midtown,Entire home/apt,1112.0,222.0,6,6,2.0,31
Perfect Greenwich village studio apt,Sofia,Manhattan,Greenwich Village,Entire home/apt,1095.0,219.0,80,0,2.0,214
"1st Floor Suite with AC, private entry, and bath",Michael,Manhattan,Upper West Side,Private room,412.0,82.0,1,42,5.0,0
Newly Renovated / No cleaning Fee / Hell's Kitchen,Chase,Manhattan,Hell's Kitchen,Entire home/apt,57.0,11.0,2,0,2.0,0
"""B"" HOTEL ROOM LIKE WITH AFFORDABLE RATE!!!",Blue House,Queens,Woodhaven,Private room,87.0,17.0,5,65,5.0,85
"New Yorker-Featured, Light-Filled 3 Bedroom Loft",George,Manhattan,East Village,Entire home/apt,856.0,171.0,3,9,5.0,359
Brooklyn clean and quiet,Roody,Brooklyn,Canarsie,Private room,1087.0,217.0,1,0,3.0,0
"Lovely bright eclectic 2BR, perfect for couple!",Elias,Brooklyn,Fort Greene,Entire home/apt,1182.0,236.0,225,0,5.0,365
2 bedroom floor-thru in heart of Park Slope -,Elise,Brooklyn,Park Slope,Entire home/apt,1046.0,209.0,7,84,4.0,248
10min Express train(E&F) No Kitchen +AC included,Momoyo,Queens,Woodside,Private room,299.0,59.800000000000004,30,2,5.0,57
"Cozy space, centrally located!",Martin,Manhattan,Kips Bay,Entire home/apt,253.0,51.0,30,0,4.0,36
Charming and Spacious 2 Bedroom Midtown Apt,Axay,Manhattan,Hell's Kitchen,Entire home/apt,511.0,102.0,3,0,3.0,167
2 blocks to 2 â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸,Carlos,Bronx,Fieldston,Entire home/apt,812.0,162.0,6,8,4.0,250
Beautiful Apartment in Brooklyn Heights,Jasna,Brooklyn,Brooklyn Heights,Entire home/apt,439.0,88.0,1,12,5.0,6
"Clean, cozy and private room in midtown Manhattan",Ivy,Manhattan,Murray Hill,Private room,127.0,25.0,1,43,4.0,176
Classy Upper East Side Private Bedroom,Daniele,Manhattan,East Harlem,Private room,1176.0,235.0,1,4,1.0,179
"Easy Access to Manhattan, Great size for 2 people",Soya,Queens,Woodside,Private room,763.0,153.0,30,1,3.0,31
"Hip, Light & Plant Filled Studio in Prime Harlem",Laura,Manhattan,Harlem,Entire home/apt,900.0,180.0,5,3,2.0,0
BEAUTIFUL&BRIGHT 1 bd (E. Village),Zac,Manhattan,East Village,Private room,207.0,41.0,1,27,5.0,271
"East Village Flat-Clean,Comfy,Close",Rose,Manhattan,East Village,Private room,1037.0,207.0,3,7,3.0,0
Paradise 2 bedroom in Brooklyn,Kass,Brooklyn,Cypress Hills,Entire home/apt,320.0,64.0,3,28,3.0,47
Modern Spacious 1BR Apt - Great QNS Location!,Sarfraz,Queens,Rego Park,Entire home/apt,267.0,53.0,4,20,2.0,3
Hotel Room at Midtown 45 at New York City,Allan,Manhattan,Midtown,Private room,1083.0,217.0,5,0,5.0,0
Sunny room with private bathroom - 5m to L train,Juan P,Brooklyn,Bushwick,Private room,886.0,177.0,2,20,4.0,0
Room in Wonderful and Secure Private House,Cristian,Bronx,Fordham,Private room,813.0,163.0,5,3,3.0,62
Alexander's Lofted Bedroom with Private Entrance,Alexander,Brooklyn,Bedford-Stuyvesant,Private room,890.0,178.0,21,1,3.0,10
SoHa Jewel,Ronald,Manhattan,Harlem,Private room,861.0,172.0,1,68,5.0,330
Downtown NYC Studio Apt. near World Trade Center,Kara,Manhattan,Financial District,Entire home/apt,249.0,50.0,30,1,4.0,364
Reno Studio Gramercy~Sleeps3!,Eran,Manhattan,Stuyvesant Town,Entire home/apt,313.0,63.0,30,17,5.0,283
"Cozy Room in a Historic, Beautiful Apartment",Dennis,Manhattan,Chelsea,Private room,948.0,190.0,4,33,4.0,0
3 Bedroom Apartment Short-Term Rental,Edgardo,Queens,Richmond Hill,Entire home/apt,507.0,101.0,3,9,2.0,243
"A GEM Garden Apt on Broadway & 42ST QUEENS, NY",Yiota,Queens,Astoria,Entire home/apt,342.0,68.0,2,260,2.0,254
W'burg Hidden Treasure Off Lorimer,Roberto,Brooklyn,Williamsburg,Private room,403.0,81.0,3,32,1.0,365
Amazing 2BR in Bed-Stuy,Kaila,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145.0,29.0,2,1,5.0,0
Light-filled Bowery 1BD Apartment,Julien,Manhattan,Chinatown,Entire home/apt,1067.0,213.0,5,8,3.0,81
Huge 1 Bedroom apt. in the heart of E. Village,Marshall,Manhattan,East Village,Entire home/apt,206.0,41.0,4,4,5.0,10
Stuvesant East,Anthony/Joanne,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1110.0,222.0,3,132,1.0,202
Beautiful Sun-filled Loft in Prime Williamsburg,Margaret,Brooklyn,Williamsburg,Entire home/apt,1011.0,202.0,3,12,5.0,54
Charming Alcove Studio in heart of West Village,Jacquelyn,Manhattan,West Village,Private room,360.0,72.0,1,3,4.0,0
"Studio Apt, Prospect Park, Brooklyn",Jose,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,718.0,144.0,1,0,1.0,101
For the Wanderlust: Astoria Art-filled Apt,Giselle,Queens,Long Island City,Entire home/apt,126.0,25.0,10,4,1.0,0
Penthouse Luxury Apt with Amazing Views near GCT,Ryan,Manhattan,Murray Hill,Entire home/apt,118.0,24.0,14,0,1.0,0
Cozy Room in Newly Redone Place 35 min to Times Sq,Daniel,Manhattan,Inwood,Private room,1171.0,234.0,1,2,5.0,0
"""The Little House by the Sea""",Donna,Queens,Neponsit,Entire home/apt,122.0,24.0,2,23,3.0,197
Beautiful Williamsburg 1BR  - Huge and Sunny,Alex,Brooklyn,Williamsburg,Entire home/apt,1096.0,219.0,7,3,4.0,230
Cozy Bed-Stuy 1BR with easy access to Manhattan,Corey,Brooklyn,Bedford-Stuyvesant,Entire home/apt,914.0,183.0,30,7,3.0,0
Passover NYC Rental,Alaethia,Manhattan,Upper West Side,Entire home/apt,381.0,76.0,5,0,5.0,0
Upper West Side Quiet and Private Studio,Rob,Manhattan,Upper West Side,Entire home/apt,642.0,128.0,7,0,4.0,0
Apartment near the US Open,Ingrid,Queens,Forest Hills,Entire home/apt,185.0,37.0,1,0,4.0,62
Spacious sunlit room in Astoria,Lucy,Queens,Ditmars Steinway,Private room,404.0,81.0,15,12,4.0,21
One bedroom apartment in the heart of astoria,Francesca,Queens,Astoria,Entire home/apt,824.0,165.0,14,1,2.0,77
Quiet bright clean and convenient in 2 Bdroom apt.,Ramiro,Brooklyn,Williamsburg,Private room,163.0,33.0,3,8,4.0,335
Spacious private room with private bathroom,FuKang,Queens,Fresh Meadows,Private room,640.0,128.0,1,113,1.0,137
"Spacious,sunny, artistic loft by the L train",Alex,Brooklyn,Williamsburg,Entire home/apt,260.0,52.0,1,70,4.0,1
"East 63rd street, Studio Serviced Apartment",Ken,Manhattan,Upper East Side,Entire home/apt,446.0,89.0,30,0,5.0,365
Beautiful private room by N/W subway in Astoria,Kristin,Queens,Ditmars Steinway,Private room,378.0,76.0,2,0,5.0,0
Cozy place in a diverse city,Mabel,Queens,Elmhurst,Private room,1179.0,236.0,1,2,3.0,0
Huge 3 bedroom apt in West Harlem,Jonathan,Manhattan,Harlem,Entire home/apt,800.0,160.0,2,26,4.0,126
Lovely Loft Apt in Historic uptown neighborhood! ðŸ ,Mario,Manhattan,Harlem,Private room,593.0,119.0,2,258,5.0,77
Cozy Room in Upper East Side,Alberto,Manhattan,Upper East Side,Private room,1053.0,211.0,60,43,1.0,176
Entire Apartment in Historic Brownstone + Garden,Hannah,Brooklyn,Prospect Heights,Entire home/apt,192.0,38.0,14,1,4.0,0
Sun Soaked 3-Bedroom w/ private roof deck,Blake,Manhattan,Greenwich Village,Entire home/apt,821.0,164.0,1,0,4.0,0
DOORMAN/ GYM/ MODERN 1 BR ON EAST 52ND ST,Pranjal,Manhattan,Midtown,Entire home/apt,526.0,105.0,30,0,4.0,365
PRIVATE BATH/TONS OF SUNLIGHT/SAFE,Enrique,Bronx,Allerton,Entire home/apt,544.0,109.0,2,189,2.0,238
Sunny Williamsburg w Balcony - Long Term Rental,Jesse,Brooklyn,Williamsburg,Entire home/apt,874.0,175.0,15,30,2.0,217
Lolaâ€™s Haven,Omoti,Brooklyn,Canarsie,Private room,548.0,110.0,2,11,3.0,5
Beautiful Bedroom in Manhattan,Jj,Manhattan,Harlem,Private room,208.0,42.0,1,597,1.0,342
"Homey, accessible private bedroom",Cal,Manhattan,Washington Heights,Private room,480.0,96.0,1,1,1.0,0
Peaceful and private room in heart of Ft Greene,Luis & Tiana,Brooklyn,Fort Greene,Private room,162.0,32.0,2,1,2.0,83
Minimalist 1-BD close to subway,Adetutu,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,947.0,189.0,3,9,3.0,239
Large Studio Apartment Located Near Times Square,S,Manhattan,Hell's Kitchen,Entire home/apt,992.0,198.0,14,75,2.0,34
"Cozy 1Br Apartment, Entire Place.",Joseph,Queens,Sunnyside,Entire home/apt,96.0,19.0,2,91,2.0,65
Entire 3rd Fl in Brownstone steps to Prospect Park,Josie,Brooklyn,Park Slope,Entire home/apt,1121.0,224.0,3,17,2.0,309
Comfortable room in a chic and modern house,Mei,Brooklyn,Carroll Gardens,Private room,310.0,62.0,2,74,4.0,45
Brand New Williamsburg Room!,Georgie,Brooklyn,Greenpoint,Private room,1013.0,203.0,1,0,5.0,0
Mi Casa Tu Casa Guesthouse Mexico,Julio,Bronx,Concourse,Private room,1088.0,218.0,2,11,3.0,363
"Lincoln Center Studio, Clean&Sunny!",Morris,Manhattan,Upper West Side,Entire home/apt,574.0,115.0,2,36,3.0,266
Bushwick Palace,Alexandra,Brooklyn,Bushwick,Private room,179.0,36.0,4,0,3.0,0
Manhattan Ave Apartment 2 stops from Times Square,Ryan,Manhattan,Harlem,Private room,411.0,82.0,2,14,4.0,19
Unknown Listing,Gordon M,Manhattan,Harlem,Private room,1199.0,240.0,2,84,3.0,20
Amazing one bedroom in Brooklyn,Modupe,Brooklyn,Flatbush,Entire home/apt,156.0,31.0,2,19,2.0,353
Stylish & Convenient 2BR off Park Ave,Svetlana,Manhattan,Murray Hill,Entire home/apt,671.0,134.0,30,6,4.0,135
Clean comfy couch -2 blocks from train station,Briane,Brooklyn,East Flatbush,Shared room,827.0,165.0,1,1,4.0,0
â˜…â˜…â˜…Chic place in center of Manhattanâ˜…â˜…â˜…,Alex,Manhattan,Hell's Kitchen,Entire home/apt,1024.0,205.0,1,12,3.0,189
Spacious Greenpoint Living,Byron,Brooklyn,Greenpoint,Entire home/apt,1122.0,224.0,2,5,2.0,5
Sweet BR (A) in owner's duplex very near subway,Laura,Brooklyn,East Flatbush,Private room,1103.0,221.0,3,10,3.0,123
Spacious Brooklyn Bedroom For the Month of Nov.,Luciana,Brooklyn,Crown Heights,Private room,244.0,49.0,20,0,4.0,0
Beautiful apt w/terrace Bushwick. 1block frm train,Bam,Brooklyn,Bushwick,Entire home/apt,837.0,167.0,2,15,2.0,0
Gorgeous Apt on the Upper East Side,Claire,Manhattan,Upper East Side,Private room,710.0,142.0,5,3,4.0,180
â˜…â˜… 4Br 2Ba Getaway in Chelsea â˜…â˜…,Alexandra & William,Manhattan,Chelsea,Entire home/apt,313.0,63.0,3,1,2.0,345
The Garden Apartment - Private 2-bedroom in BKLYN,Stephano,Brooklyn,Bedford-Stuyvesant,Entire home/apt,886.0,177.0,4,57,3.0,280
"Private Room with Full Private Bath, cozy&quiet",Sean,Brooklyn,Williamsburg,Private room,724.0,145.0,1,98,3.0,44
MANHATTAN CONVENIENT NICE ROOM IN NYC,Ale,Manhattan,Harlem,Private room,954.0,191.0,2,36,2.0,133
Private Room in Big Classic Williamsburg Art Space,Eric,Brooklyn,Williamsburg,Private room,445.0,89.0,3,3,4.0,0
JUNIOR SUITE IN MANHATTAN,Marilyn,Manhattan,East Harlem,Private room,535.0,107.0,2,110,4.0,237
Family friendly spacious charming flat!,Maria,Manhattan,Inwood,Entire home/apt,481.0,96.0,2,15,1.0,161
Cozy Bedroom in Brooklyn,Nadine,Brooklyn,Crown Heights,Private room,111.0,22.0,1,1,5.0,16
1 Bedroom for rent in -Gorgeous 3bd  Harlem Apt.,Zaza,Manhattan,East Harlem,Private room,433.0,87.0,2,58,4.0,90
Charming apt in Greenwich Village!,Marina,Manhattan,Greenwich Village,Entire home/apt,631.0,126.0,1,37,3.0,90
Small Apartment by Central Park/Columbus Circle,Nicole,Manhattan,Upper West Side,Entire home/apt,1034.0,207.0,3,2,3.0,0
Massive 4 bed 3 bath Loft in SoHo/Little Italy,Danny,Manhattan,Little Italy,Entire home/apt,1089.0,218.0,3,37,5.0,170
Charming Studio next to Central Park,Jacqui,Manhattan,Upper West Side,Entire home/apt,1077.0,215.0,3,9,5.0,0
Sunlit cozy studio apt in UWS (70s),Kinneret,Manhattan,Upper West Side,Entire home/apt,73.0,15.0,4,42,5.0,134
Private Room & Private Bathroom in NYC Brownstone,Veronica,Brooklyn,Bedford-Stuyvesant,Private room,623.0,125.0,4,55,4.0,0
Spacious Sunny Room in Astoria :),Corinne,Queens,Astoria,Private room,55.0,11.0,2,4,1.0,0
GORGEOUS LUXURY APARTMENT AND VIEW!,Michael,Brooklyn,Greenpoint,Entire home/apt,1021.0,204.0,3,16,3.0,313
Best of Both Worlds! Sunny Bedroom 15 Min to NYC,Andi,Queens,Forest Hills,Private room,1026.0,205.0,2,0,3.0,35
"Cozy clean bright room Bushwick, blocks from train",HyeSuk & Alex,Brooklyn,Bedford-Stuyvesant,Private room,435.0,87.0,20,9,2.0,154
"Big Backyard! Entire 2 Story House, Near Train",Nikki,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1000.0,200.0,2,8,1.0,0
Central Bedstuy Apt,Marclynn,Brooklyn,Bedford-Stuyvesant,Entire home/apt,572.0,114.0,3,0,4.0,63
Prewar Penthouse w Private Terrace,Harris,Manhattan,Upper West Side,Entire home/apt,544.0,109.0,11,30,4.0,76
Your Home with View in Greenpoint!,Margrethe,Brooklyn,Greenpoint,Entire home/apt,320.0,64.0,3,32,1.0,118
cozy private studio in greenpoint..,Edyta,Brooklyn,Greenpoint,Entire home/apt,462.0,92.0,4,1,4.0,30
The Suite Spot! Queen Tempurpedic in Luxury Apt,Rose,Queens,Astoria,Private room,154.0,31.0,2,4,2.0,177
Brooklyn Studio apartment,Leon,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1149.0,230.0,4,34,4.0,340
Private Room in Chill Brooklyn Apartment,Monica,Brooklyn,Gowanus,Private room,894.0,179.0,1,0,4.0,20
":Luxury 1BR by the water, one stop from Manhattan",Joanna,Queens,Long Island City,Entire home/apt,241.0,48.0,3,5,2.0,0
A Cozy 4 bedrm Apt Queen(5minsLGA),Rosario,Queens,East Elmhurst,Entire home/apt,779.0,156.0,3,96,1.0,57
Your joyful and comfy space near 7 train,Sophie,Queens,Elmhurst,Private room,648.0,130.0,1,91,5.0,162
Big Room/Washer-Dryer/Wifi/AC/JMZ,Unknown Host,Brooklyn,Bedford-Stuyvesant,Private room,457.0,91.0,2,11,3.0,90
"Cozy Private Room, Walking Distance From LGA, Rm 8",Zahir,Queens,East Elmhurst,Private room,993.0,199.0,1,150,2.0,339
Gorgeous stylish townhouse in Brooklyn,Claire,Brooklyn,Prospect Heights,Entire home/apt,1121.0,224.0,4,7,4.0,180
Room available in BedStuy condo w/ private yard,Cindy,Brooklyn,Bedford-Stuyvesant,Private room,388.0,78.0,1,4,3.0,0
Cozy room in Brooklyn,Yagil,Brooklyn,Bedford-Stuyvesant,Private room,906.0,181.0,8,11,3.0,0
Welcome Palace 2 !!!,Thaddeus,Queens,Jamaica,Private room,797.0,159.0,2,0,5.0,88
Large Bedroom on upper west/columbia,Zichen,Manhattan,Upper West Side,Private room,98.0,20.0,1,3,3.0,98
1 Bed 1 Bath on Upper West Side Manhattan,Beata,Manhattan,Upper West Side,Entire home/apt,1073.0,215.0,7,0,2.0,0
Luxury apartment in beautiful Boerum Hill!,Stephanie,Brooklyn,Boerum Hill,Entire home/apt,630.0,126.0,30,83,5.0,112
NEAR THE CITY THAT NEVER SLEEPS!,Maria,Staten Island,Mariners Harbor,Private room,130.0,26.0,2,48,1.0,164
Central Park Loft,Evan,Manhattan,Upper West Side,Entire home/apt,591.0,118.0,1,180,4.0,125
ÑÐ²ÐµÑ‚Ð»Ð°Ñ ÐºÐ¾Ð¼Ð½Ð°Ñ‚Ð° Ñ Ð±Ð°Ð»ÐºÐ¾Ð½Ð¾Ð¼,Galina,Brooklyn,Sheepshead Bay,Private room,944.0,189.0,4,79,3.0,339
Shang Ri La Studio,Melissa,Queens,Rockaway Beach,Entire home/apt,815.0,163.0,1,113,3.0,133
Near the city,Marjorie,Queens,Cambria Heights,Private room,652.0,130.0,1,0,5.0,339
Huge cozy room in Upper Manhattan,Fatou,Manhattan,Washington Heights,Private room,382.0,76.0,3,0,5.0,87
One Bedroom Available in 2BR APT,Michele,Brooklyn,Crown Heights,Private room,1174.0,235.0,5,2,1.0,31
Private bedroom in Morningside Heights,Sai Swaroop,Manhattan,Morningside Heights,Private room,402.0,80.0,5,0,1.0,0
"*Discount* Huge, 5BR Multi-Terrace Sunny LEGAL Apt",Yves,Brooklyn,Park Slope,Entire home/apt,662.0,132.0,4,220,3.0,163
Sweet Studio Manhattan,Elena,Manhattan,Midtown,Entire home/apt,323.0,65.0,4,17,2.0,208
Chelsea Newly Renovated Private Bedroom,Taylor,Manhattan,Chelsea,Private room,1054.0,211.0,2,2,2.0,0
Beautiful Studio with a top location in Manhattan,Pablo,Manhattan,Greenwich Village,Private room,487.0,97.0,4,5,2.0,0
Cosy room in a sunny Brooklyn flat,Arno,Brooklyn,Bedford-Stuyvesant,Private room,678.0,136.0,3,1,3.0,260
George Washington Bridge Delight- Entire Apt!,Sally,Manhattan,Washington Heights,Entire home/apt,408.0,82.0,1,32,4.0,316
Brooklyn Heights brownstone garden-level studio,Steven,Brooklyn,Brooklyn Heights,Entire home/apt,967.0,193.0,3,24,1.0,2
PRIVATE ROOM WITH PRIVATE BACKYARD!,Priscilla,Manhattan,Washington Heights,Private room,1055.0,211.0,1,6,1.0,64
"Central Park, Restaurants, Cafe, and More",Richard,Manhattan,Upper West Side,Private room,771.0,154.0,2,5,5.0,199
Oversized Studio in Park Slope,Carina,Brooklyn,Sunset Park,Entire home/apt,510.0,102.0,5,1,1.0,90
East Williamsburg Artist Retreat,Melissa,Brooklyn,Williamsburg,Private room,1047.0,209.0,20,0,3.0,180
Suite Luxe - Luxury & Modern Comfort,Robert,Brooklyn,Canarsie,Entire home/apt,1085.0,217.0,3,141,2.0,114
Charming 1 bedroom apartment in Red Hook,Claire,Brooklyn,Red Hook,Entire home/apt,121.0,24.0,7,5,4.0,0
East Harlem room with private bathroom!,Karina,Manhattan,East Harlem,Private room,450.0,90.0,1,7,3.0,155
VIP staycation deluxe movie theater indoor pool,Journey,Queens,Jamaica Estates,Entire home/apt,429.0,86.0,1,0,3.0,329
Historic Brooklyn Brownstone Apartment,Adrian,Brooklyn,Windsor Terrace,Entire home/apt,1077.0,215.4,3,55,2.0,37
"Light-filled Chelsea 1BR w/ Balcony, Gym, Doorman by Blueground",Blueground,Manhattan,Chelsea,Entire home/apt,947.0,189.0,30,0,3.0,322
Prospect Park Cozy Abode,Michelle,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,56.0,11.0,30,43,5.0,171
Creative open floor studio,Ashley,Brooklyn,Bedford-Stuyvesant,Entire home/apt,790.0,158.0,3,2,3.0,0
"Sunny, quiet room next to Prospect Park",Yuval,Brooklyn,Prospect Heights,Private room,226.0,45.0,1,131,1.0,128
"BEST LOWER EAST SIDE APT, SLEEPS 4 COMFORTABLY.",Ren,Manhattan,Lower East Side,Entire home/apt,421.0,84.0,2,220,1.0,268
Modern 1-Bedroom in Heart of Brooklyn,Chelsea Holland,Brooklyn,Crown Heights,Entire home/apt,416.0,83.0,2,2,5.0,0
Large Private Room in Bright Bushwick Loft,Ashley,Brooklyn,Williamsburg,Private room,992.0,198.0,2,1,4.0,0
"Charming Hotel Alternative 2
Mount Sinai",Vivianne,Manhattan,East Harlem,Private room,206.0,41.0,3,21,5.0,125
Stunning 2BR Apartment in Top Location,Debbie,Brooklyn,Park Slope,Entire home/apt,1081.0,216.0,5,10,1.0,119
Charming Studio in West Chelsea,Catalina,Manhattan,Chelsea,Entire home/apt,914.0,183.0,2,6,4.0,190
Modern Spacious Apartment near UN (doorman bldg),Slavka,Manhattan,Midtown,Entire home/apt,275.0,55.0,1,9,5.0,101
Amazing Room|Private BATHROOM,Kristina & Jack,Queens,Ridgewood,Private room,383.0,77.0,30,2,3.0,365
Holiday sublet: Columbus circle apartment,Soumya,Manhattan,Midtown,Entire home/apt,607.0,121.0,7,3,4.0,0
"å¹²å‡€å«ç”Ÿçš„çŽ¯å¢ƒæˆ¿,æ¬¢è¿Žè®¢æˆ¿",å½¼ç‰¹,Queens,Forest Hills,Private room,151.0,30.0,2,2,3.0,0
"Cute, Cozy Private One-Bed in Crown Heights",Aaron,Brooklyn,Crown Heights,Entire home/apt,504.0,101.0,3,5,4.0,0
Relaxing Brooklyn Getaway,Afaliah,Brooklyn,Fort Greene,Private room,753.0,151.0,1,2,3.0,61
Sunny Bushwick room & bed with exposed brick wall,Nathaniel,Queens,Ridgewood,Private room,263.0,53.0,1,6,2.0,158
Sonder | 11th Ave | Lovely 1BR + Gym,Sonder (NYC),Manhattan,Hell's Kitchen,Entire home/apt,560.0,112.0,29,0,2.0,332
"Big apartment, comfy - calm bedroom",Nicolas,Manhattan,Harlem,Private room,69.0,14.0,1,98,4.0,269
Sunny and Spacious Modern BK Heights Studio,Ayesha,Brooklyn,Downtown Brooklyn,Entire home/apt,810.0,162.0,2,21,3.0,8
Pretty&Brand-New room Close to Everything You Want,Yukee,Manhattan,Upper West Side,Private room,91.0,18.0,1,3,3.0,272
A Lovely getaway apt in upper Manhattan!!,Gabrielle,Manhattan,Washington Heights,Entire home/apt,468.0,94.0,3,11,4.0,0
Large Bedroom,Harry,Brooklyn,Flatbush,Private room,172.0,34.0,1,6,5.0,90
"Beautiful 1BR Apt in Midtown East |  Terrace, Gym & More",Global Luxury,Manhattan,Midtown,Entire home/apt,218.0,44.0,30,1,2.0,349
Luxurious Designer brownstone with backyard,Christine & James,Brooklyn,Clinton Hill,Entire home/apt,1091.0,218.0,4,38,5.0,262
Charming Brooklyn Garden Apartment,Eva Maria,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1116.0,223.0,2,151,4.0,284
Private Bedroom in Manhattan,William,Manhattan,Washington Heights,Private room,907.0,181.0,1,23,2.0,217
Cozy 1 BR on the Upper East Side,Carolin,Manhattan,Upper East Side,Entire home/apt,83.0,17.0,2,0,1.0,72
The Courtyard,Douglas,Manhattan,Harlem,Private room,1146.0,229.0,2,0,5.0,346
Beautiful 1 bedroom apartment in Bushwick,Marta,Brooklyn,Bushwick,Entire home/apt,671.0,134.0,1,11,5.0,170
